,Course Title,Instructor,Rating,No of students who gave rating,Hours to complete course,No of Lectures,Level,Image link,Course URL,Description,Discounted Price,Price,Category,Subcategory,Sub subcategory
61,Learn How To Code: Google's Go (golang) Programming Language,Todd McLeod,4.5,"17,672",46.5 total hours,373 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/learn-how-to-code/,The Ultimate Comprehensive Course - Perfect for Both Beginners and Experienced Developers,₹385,"₹2,240",Development,Programming Languages,Go (programming language)
62,Master the Coding Interview: Data Structures + Algorithms,Andrei Neagoie,4.7,"17,303",19.5 total hours,259 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/master-the-coding-interview-data-structures-algorithms/,"Ultimate coding interview bootcamp. Get more job offers, negotiate a raise: Everything you need to get the job you want!",₹385,"₹8,640",Development,Software Engineering,Coding Interview
63,Angular Crash Course for Busy Developers,Mosh Hamedani,4.5,"16,815",10.5 total hours,137 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/angular-crash-course/,Have limited time to learn Angular 4 (Angular 2+)? Take this course and learn Angular in 10 hours!,₹385,"₹8,640",Development,Web Development,Typescript
64,Learning Python for Data Analysis and Visualization,Jose Portilla,4.4,"16,535",21 total hours,110 lectures,All Levels,https://img-c.udemycdn.com/course/240x135/396876_cc92_7.jpg,https://www.udemy.com/course/learning-python-for-data-analysis-and-visualization/,"Learn python and how to use it to analyze,visualize and present data. Includes tons of sample code and hours of video!",₹385,"₹8,640",Development,Programming Languages,Data Analysis
65,Build an app with ASPNET Core and Angular from scratch,Neil Cummings,4.6,"16,191",28.5 total hours,259 lectures,Beginner,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/build-an-app-with-aspnet-core-and-angular-from-scratch/,A practical example of how to build an application with ASP.NET Core API (.Net 5.0) and Angular 10 from start to finish,₹385,"₹8,640",Development,Web Development,ASP.NET
66,Complete Guide to TensorFlow for Deep Learning with Python,Jose Portilla,4.5,"16,083",14 total hours,96 lectures,Intermediate,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/complete-guide-to-tensorflow-for-deep-learning-with-python/,Learn how to use Google's Deep Learning Framework - TensorFlow with Python! Solve problems with cutting edge techniques!,₹385,"₹8,640",Development,Data Science,Deep Learning
67,C# Advanced Topics: Prepare for Technical Interviews,Mosh Hamedani,4.5,"16,079",3 total hours,21 lectures,Intermediate,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/csharp-advanced/,"Master the confusing C# constructs: Events, Delegates, Lambda Expressions, LINQ, Async/Await and more!",₹385,"₹8,640",Development,Programming Languages,C#
68,JavaScript - The Complete Guide 2021 (Beginner + Advanced),"Academind by Maximilian Schwarzmüller, Maximilian Schwarzmüller",4.6,"16,047",52.5 total hours,615 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/javascript-the-complete-guide-2020-beginner-advanced/,Modern JavaScript from the beginning - all the way up to JS expert level! THE must-have JavaScript resource in 2021.,₹385,"₹8,640",Development,Programming Languages,JavaScript
69,Python for Financial Analysis and Algorithmic Trading,Jose Portilla,4.5,"15,829",16.5 total hours,120 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/python-for-finance-and-trading-algorithms/,"Learn numpy , pandas , matplotlib , quantopian , finance , and more for algorithmic trading with Python!",₹385,"₹8,640",Development,Programming Languages,Finance Fundamentals
70,The Complete Android Oreo Developer Course - Build 23 Apps!,"Rob Percival, Nick Walter, Codestars by Rob Percival",4.5,"15,771",37.5 total hours,272 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/the-complete-android-oreo-developer-course/,"Learn Android O App Development using Java & Kotlin - build real apps including Super Mario Run, Whatsapp and Instagram!",₹385,"₹8,640",Development,Mobile Development,Android Development
71,Spark and Python for Big Data with PySpark,Jose Portilla,4.6,"15,670",10.5 total hours,67 lectures,Intermediate,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/spark-and-python-for-big-data-with-pyspark/,"Learn how to use Spark with Python, including Spark Streaming, Machine Learning, Spark 2.0 DataFrames and more!",₹385,"₹8,640",Development,Software Engineering,Python
72,"Complete React Developer in 2021 (w/ Redux, Hooks, GraphQL)","Andrei Neagoie, Yihua Zhang",4.6,"15,650",40.5 total hours,366 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/complete-react-developer-zero-to-mastery/,"Become a Senior React Developer! Build a massive E-commerce app with Redux, Hooks, GraphQL, ContextAPI, Stripe, Firebase",₹385,"₹8,640",Development,Web Development,React
73,JavaScript Algorithms and Data Structures Masterclass,Colt Steele,4.7,"15,615",22 total hours,249 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/js-algorithms-and-data-structures-masterclass/,The Missing Computer Science and Coding Interview Bootcamp,₹385,"₹8,640",Development,Programming Languages,Algorithms
74,Become a WordPress Developer: Unlocking Power With Code,Brad Schiff,4.7,"15,512",35.5 total hours,161 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/become-a-wordpress-developer-php-javascript/,"Learn PHP, JavaScript, WordPress theming & the WP REST API to Create Custom & Interactive WordPress Websites",₹385,"₹8,640",Development,Web Development,WordPress
75,Spring Framework 5: Beginner to Guru,John Thompson,4.5,"15,124",57.5 total hours,525 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/spring-framework-5-beginner-to-guru/,"Spring Framework 5: Learn Spring Framework 5, Spring Boot 2, Spring MVC, Spring Data JPA, Spring Data MongoDB, Hibernate",₹385,"₹8,640",Development,Programming Languages,Spring Framework
76,The Ultimate Guide to Game Development with Unity 2019,"Jonathan Weinberger, Unity Technologies",4.5,"15,109",21 total hours,301 lectures,Beginner,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/the-ultimate-guide-to-game-development-with-unity/,Created in partnership with Unity Technologies: learn C# by developing 2D & 3D games with this comprehensive guide,₹385,"₹8,640",Development,Game Development,Unity
77,The Complete Python Course | Learn Python by Doing,"Codestars by Rob Percival, Jose Salvatierra, Rob Percival, Teclado by Jose Salvatierra",4.6,"14,911",35.5 total hours,343 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/the-complete-python-course/,Go from Beginner to Expert in Python by building projects. The best investment for your Python journey!,₹418,"₹9,280",Development,Programming Languages,Python
78,Selenium WebDriver Training with Java & Many Live Frameworks,Rahul Arora,4.5,"14,834",132.5 total hours,383 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/selenium-training/,"#1 TOP RATED, BEST SELLER Course on SELENIUM, Trusted by 300,000+ students with Many Live Projects & Frameworks",₹556,"₹1,280",Development,Software Testing,Selenium WebDriver
79,Bootstrap 4 From Scratch With 5 Projects,Brad Traversy,4.6,"14,753",11.5 total hours,74 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/bootstrap-4-from-scratch-with-5-projects/,Master Bootstrap 4 and build 5 real world themes while learning HTML5 semantics & CSS3,₹385,"₹8,640",Development,Web Development,Bootstrap
80,"DevOps , CI/CD(Continuous Integration/Delivery for Beginners",John Honai,4.7,"14,736",1 total hour,13 lectures,Beginner,https://img-c.udemycdn.com/course/240x135/2779762_87e5_4.jpg,https://www.udemy.com/course/ci-cd-devops/,"Learn about CI CD & DevOps & the concepts of Continuous Integration, Continuous Delivery / Deployment, DevOps & pipeline",₹385,"₹6,400",Development,Software Development Tools,Continuous Integration
81,Alteryx Bootcamp,Hendrik Kleine,4.5,"14,626",4.5 total hours,74 lectures,Beginner,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/alteryx-bootcamp/,From couch to Alteryx developer in less than four hours.,₹385,"₹4,800",Development,Software Development Tools,Alteryx
82,Ethereum and Solidity: The Complete Developer's Guide,Stephen Grider,4.6,"14,595",24 total hours,265 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/ethereum-and-solidity-the-complete-developers-guide/,"Use Ethereum, Solidity, and Smart Contracts to build production-ready apps based on the blockchain",₹385,"₹6,080",Development,Web Development,Ethereum
83,SQL for Beginners: Learn SQL using MySQL and Database Design,"Tim Buchalka's Learn Programming Academy, Jon Avis - SQL Instructor",4.5,"14,571",8 total hours,122 lectures,Beginner,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/sql-for-beginners-course/,Understand SQL using the MySQL database. Learn Database Design and Data Analysis with Normalization and Relationships,₹418,"₹6,400",Development,Database Design & Development,SQL
84,Learn HTML5 Programming From Scratch,Eduonix Learning Solutions,4.5,"14,433",17 total hours,72 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/learn-html5-programming-from-scratch/,A Complete HTML5 Programming Course for Beginners,₹385,"₹1,600",Development,Web Development,HTML5
85,The Ultimate Excel Programmer Course,Daniel Strong,4.6,"14,398",30.5 total hours,278 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/ultimate-excel-programmer/,"Learn Excel VBA from Scratch with Dan Strong, Bestselling Excel Expert with Over 180K Students Worldwide!",₹385,"₹8,640",Development,Programming Languages,Excel
86,REST APIs with Flask and Python,"Jose Salvatierra, Teclado by Jose Salvatierra",4.7,"14,353",17 total hours,157 lectures,Intermediate,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/rest-api-flask-and-python/,"Build professional REST APIs with Python, Flask, Flask-RESTful, and Flask-SQLAlchemy",₹385,"₹7,040",Development,Web Development,Flask
87,"Ionic - Build iOS, Android & Web Apps with Ionic & Angular",Maximilian Schwarzmüller,4.6,"14,269",20.5 total hours,288 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/ionic-2-the-practical-guide-to-building-ios-android-apps/,"Build Native iOS & Android as well as Progressive Web Apps with Angular, Capacitor and the Ionic Framework (Ionic 4+).",₹385,"₹8,640",Development,Mobile Development,Ionic
88,Data Analysis with Pandas and Python,Boris Paskhaver,4.7,"14,143",20.5 total hours,177 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/data-analysis-with-pandas/,Analyze data quickly and easily with Python's powerful pandas library! All datasets included --- beginners welcome!,₹385,"₹1,280",Development,Programming Languages,Data Analysis
89,Complete C# Masterclass,"Denis Panjuta, Tutorials.eu by Denis Panjuta",4.5,"14,020",37 total hours,282 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/complete-csharp-masterclass/,"Learn C# Programming - WPF, Databases, Linq, Collections, Game Development with Unity. More than just the C# basics!",₹385,"₹8,640",Development,Programming Languages,C#
90,The Complete WordPress Website Business Course,"Rob Percival, Gregg Davis, Codestars by Rob Percival",4.5,"13,983",22 total hours,115 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/the-complete-wordpress-website-business-course/,"Master WordPress with this Complete WordPress Course, without learning how to code and without any programming!",₹385,"₹8,640",Development,Web Development,WordPress
91,Complete Guide to Elasticsearch,Bo Andersen,4.7,"13,983",12 total hours,143 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/elasticsearch-complete-guide/,"Learn Elasticsearch from scratch and begin learning the ELK stack (Elasticsearch, Logstash & Kibana) and Elastic Stack.",₹385,"₹8,000",Development,Software Engineering,Elasticsearch
92,Learn Python & Ethical Hacking From Scratch,"Zaid Sabih, z Security",4.7,"13,947",25 total hours,183 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/learn-python-and-ethical-hacking-from-scratch/,Start from 0 & learn both topics simultaneously from scratch by writing 20+ hacking programs,₹385,"₹8,640",Development,Programming Languages,Python
93,Apache Spark with Scala - Hands On with Big Data!,"Sundog Education by Frank Kane, Frank Kane, Sundog Education Team",4.6,"13,900",9 total hours,69 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/apache-spark-with-scala-hands-on-with-big-data/,"Apache Spark tutorial with 20+  hands-on examples of analyzing large data sets, on your desktop or on Hadoop with Scala!",₹385,"₹8,640",Development,Data Science,Apache Spark
94,MongoDB - The Complete Developer's Guide 2021,"Academind by Maximilian Schwarzmüller, Maximilian Schwarzmüller",4.7,"13,839",17.5 total hours,266 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/mongodb-the-complete-developers-guide/,"Master MongoDB Development for Web & Mobile Apps. CRUD Operations, Indexes, Aggregation Framework - All about MongoDB!",₹385,"₹8,640",Development,Database Design & Development,MongoDB
95,The Complete Java Certification Course,Imtiaz Ahmad,4.5,"13,796",17.5 total hours,61 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/master-practical-java-development/,Become a confident industry ready core Java developer and get certified as a Java professional!,₹385,"₹8,640",Development,Programming Languages,Java
